Sample,Grain,Ca_apfu,Si_apfu,P_apfu,F_apfu,Cl_apfu,OH_apfu,Mn_apfu,Mg_apfu,Fe_apfu,Sr_apfu,Na_apfu,Ce_apfu,La_apfu,K_apfu,Y_apfu,S_apfu,Corr_Total_wt_pct,Net_Corr_Total_wt_pct,M_site_10,X_site_6,rmr0_1999,eCl_1999_apfu,rmr0_2007,eCl_2007_apfu
MU19-15,28,10.052,0.011,5.940,2.105,0.004,0.000,0.017,0.001,0.001,0.003,0.022,0.002,0.000,0.000,0.027,0.000,100.1,100.1,10.1,6.0,0.855,-0.048,0.002,
MU19-15,29,10.022,0.042,5.921,1.797,0.006,0.197,0.009,0.000,0.002,0.001,0.017,0.003,0.000,0.001,0.041,0.002,100.5,100.5,10.1,6.0,0.848,-0.025,0.003,
MU19-15,30,10.097,0.002,5.946,1.804,0.004,0.191,0.006,0.003,0.004,0.003,0.002,0.001,0.001,0.000,0.008,0.001,100.1,100.1,10.1,6.0,0.851,-0.032,0.020,
MU19-15,31,10.080,0.003,5.938,2.020,0.005,0.000,0.013,0.000,0.001,0.000,0.028,0.000,0.000,0.000,0.026,0.001,100.3,100.3,10.1,6.0,0.857,-0.054,0.016,
MU19-15,32,9.937,0.058,5.931,1.838,0.005,0.157,0.012,0.001,0.002,0.000,0.029,0.004,0.000,0.001,0.051,0.002,100.0,100.0,10.0,6.0,0.848,-0.022,0.828,0.007
MU19-16,1,9.966,0.020,5.945,1.951,0.004,0.046,0.045,0.003,0.007,0.000,0.031,0.002,0.000,0.000,0.022,0.008,100.1,100.1,10.0,6.0,0.835,0.016,0.817,0.059
MU19-16,2,10.004,0.029,5.915,2.241,0.003,0.000,0.039,0.000,0.006,0.001,0.026,0.006,0.000,0.000,0.034,0.010,99.7,99.7,10.1,6.0,0.841,-0.001,0.816,0.061
MU19-16,3,10.026,0.033,5.908,2.236,0.003,0.000,0.028,0.000,0.001,0.002,0.035,0.005,0.000,0.000,0.030,0.013,99.8,99.8,10.1,6.0,0.850,-0.030,0.823,0.031
MU19-16,4,10.031,0.019,5.922,2.056,0.000,0.000,0.032,0.000,0.004,0.001,0.035,0.003,0.000,0.000,0.024,0.010,99.8,99.8,10.1,6.0,0.847,-0.019,0.824,0.027
MU19-16,5,10.000,0.022,5.929,2.117,0.002,0.000,0.024,0.000,0.006,0.000,0.033,0.008,0.004,0.000,0.024,0.011,100.3,100.3,10.1,6.0,0.847,-0.020,0.824,0.027
MU19-16,6,10.047,0.019,5.912,1.962,0.002,0.037,0.027,0.000,0.003,0.000,0.037,0.006,0.003,0.000,0.023,0.012,99.8,99.8,10.1,6.0,0.847,-0.021,0.826,0.019
MU19-16,7,9.923,0.067,5.895,1.931,0.003,0.066,0.024,0.001,0.001,0.000,0.039,0.010,0.009,0.002,0.053,0.017,99.7,99.7,10.0,6.0,0.846,-0.018,0.824,0.028
MU19-16,8,9.972,0.062,5.891,1.856,0.001,0.143,0.030,0.000,0.002,0.000,0.039,0.009,0.000,0.000,0.044,0.015,99.4,99.4,10.1,6.0,0.841,-0.001,0.822,0.038
MU19-16,9,9.961,0.022,5.949,2.131,0.001,0.000,0.034,0.000,0.005,0.000,0.031,0.004,0.003,0.000,0.022,0.009,100.5,100.5,10.0,6.0,0.844,-0.012,0.821,0.039
MU19-16,10,9.999,0.053,5.892,1.962,0.001,0.037,0.028,0.001,0.003,0.004,0.035,0.008,0.003,0.001,0.036,0.014,99.6,99.6,10.1,6.0,0.846,-0.019,0.824,0.025
MU19-16,11,10.027,0.013,5.931,2.285,0.003,0.000,0.023,0.002,0.002,0.000,0.032,0.007,0.003,0.000,0.023,0.009,100.5,100.5,10.1,6.0,0.851,-0.034,0.824,0.027
MU19-16,12,9.969,0.043,5.914,2.042,0.003,0.000,0.033,0.000,0.006,0.000,0.046,0.008,0.000,0.004,0.032,0.012,100.3,100.3,10.1,6.0,0.842,-0.004,0.820,0.045
MU19-16,13,9.938,0.029,5.939,1.879,0.001,0.119,0.043,0.003,0.006,0.000,0.040,0.009,0.000,0.000,0.028,0.010,99.8,99.8,10.0,6.0,0.833,0.020,0.816,0.062
MU19-16,14,9.984,0.032,5.911,1.942,0.000,0.057,0.035,0.000,0.002,0.000,0.041,0.006,0.001,0.000,0.034,0.018,100.1,100.1,10.1,6.0,0.844,-0.011,0.822,0.035
MU19-16,15,9.961,0.071,5.889,2.268,0.001,0.000,0.020,0.001,0.004,0.002,0.041,0.010,0.001,0.001,0.047,0.014,99.7,99.7,10.1,6.0,0.849,-0.027,0.822,0.036
MU19-16,16,9.932,0.024,5.936,1.859,0.001,0.140,0.041,0.000,0.003,0.001,0.055,0.015,0.004,0.000,0.030,0.011,100.0,100.0,10.0,6.0,0.834,0.018,0.816,0.064
MU19-16,17,10.013,0.018,5.935,1.984,0.001,0.015,0.031,0.000,0.002,0.001,0.036,0.002,0.001,0.000,0.025,0.006,100.1,100.1,10.1,6.0,0.848,-0.023,0.826,0.020
MU19-16,18,9.950,0.032,5.926,2.083,0.001,0.000,0.028,0.000,0.001,0.002,0.051,0.008,0.002,0.000,0.034,0.015,100.1,100.1,10.0,6.0,0.849,-0.026,0.823,0.029
MU19-16,19,9.999,0.020,5.944,2.214,0.001,0.000,0.018,0.000,0.002,0.000,0.025,0.002,0.002,0.000,0.022,0.010,100.4,100.4,10.1,6.0,0.855,-0.047,0.829,0.005
MU19-16,20,9.966,0.023,5.943,1.838,0.001,0.160,0.034,0.003,0.005,0.000,0.032,0.002,0.002,0.000,0.029,0.008,100.1,100.1,10.0,6.0,0.837,0.010,0.820,0.044
MU19-16,21,10.065,0.023,5.897,2.414,0.003,0.000,0.041,0.000,0.004,0.000,0.036,0.012,0.003,0.001,0.019,0.011,100.1,100.1,10.1,6.0,0.842,-0.005,0.813,0.074
MU19-16,22,10.062,0.024,5.900,2.313,0.002,0.000,0.038,0.000,0.005,0.000,0.038,0.000,0.001,0.000,0.033,0.009,99.5,99.5,10.1,6.0,0.842,-0.005,0.816,0.064
MU19-16,23,10.044,0.016,5.911,1.831,0.001,0.168,0.029,0.002,0.004,0.000,0.038,0.002,0.002,0.000,0.026,0.016,100.4,100.4,10.1,6.0,0.840,0.000,0.823,0.032
MU19-16,24,10.058,0.016,5.913,2.099,0.003,0.000,0.028,0.001,0.008,0.001,0.033,0.006,0.000,0.001,0.019,0.012,99.9,99.9,10.1,6.0,0.844,-0.010,0.822,0.034
MU19-16,25,10.021,0.023,5.917,2.127,0.001,0.000,0.032,0.000,0.002,0.001,0.036,0.005,0.005,0.000,0.027,0.011,100.1,100.1,10.1,6.0,0.848,-0.022,0.823,0.033
MU19-16,26,10.005,0.010,5.932,2.190,0.002,0.000,0.026,0.000,0.004,0.000,0.043,0.006,0.001,0.000,0.021,0.017,100.3,100.3,10.1,6.0,0.848,-0.025,0.823,0.030
MU19-16,27,10.060,0.028,5.897,1.903,0.000,0.097,0.027,0.000,0.006,0.000,0.032,0.005,0.001,0.002,0.034,0.010,99.4,99.4,10.1,6.0,0.841,-0.002,0.823,0.032
MU19-16,28,9.980,0.030,5.922,1.889,0.002,0.109,0.036,0.000,0.003,0.001,0.035,0.004,0.002,0.001,0.037,0.011,99.5,99.5,10.1,6.0,0.840,0.000,0.821,0.042
MU19-16,29,9.975,0.069,5.880,1.906,0.001,0.093,0.035,0.003,0.014,0.000,0.031,0.005,0.000,0.004,0.042,0.016,99.4,99.4,10.1,6.0,0.828,0.035,0.814,0.069
MU19-16,30,9.928,0.021,5.955,2.154,0.002,0.000,0.026,0.000,0.002,0.003,0.041,0.005,0.002,0.000,0.028,0.013,100.4,100.4,10.0,6.0,0.850,-0.029,0.824,0.027
MU19-16,31,9.939,0.016,5.952,1.953,0.003,0.044,0.027,0.001,0.000,0.000,0.054,0.010,0.003,0.001,0.027,0.011,99.9,100.0,10.0,6.0,0.848,-0.024,0.825,0.022
MU19-16,32,10.041,0.039,5.889,1.929,0.002,0.069,0.029,0.000,0.006,0.000,0.038,0.001,0.000,0.004,0.040,0.014,99.5,99.5,10.1,6.0,0.841,-0.001,0.822,0.037
MU19-16,33,9.998,0.020,5.933,2.128,0.001,0.000,0.018,0.000,0.002,0.003,0.028,0.005,0.001,0.000,0.026,0.015,100.0,100.0,10.1,6.0,0.854,-0.043,0.829,0.005
MU19-16,34,10.030,0.035,5.899,2.218,0.002,0.000,0.024,0.000,0.001,0.002,0.042,0.006,0.003,0.001,0.032,0.014,99.6,99.6,10.1,6.0,0.851,-0.034,0.824,0.027
MU19-16,35,9.986,0.047,5.892,2.295,0.003,0.000,0.032,0.000,0.001,0.002,0.055,0.015,0.005,0.002,0.035,0.014,99.2,99.2,10.1,6.0,0.846,-0.018,0.817,0.057
MU19-17,1,10.046,0.041,5.911,2.109,0.011,0.000,0.011,0.003,0.001,0.000,0.008,0.000,0.000,0.000,0.034,0.008,100.0,100.0,10.1,6.0,0.858,-0.055,0.011,
MU19-17,2,10.044,0.032,5.908,2.273,0.012,0.000,0.018,0.000,0.007,0.000,0.013,0.001,0.005,0.000,0.027,0.014,100.6,100.6,10.1,6.0,0.848,-0.022,0.823,0.030
MU19-17,3,9.981,0.026,5.943,1.922,0.014,0.064,0.022,0.001,0.002,0.000,0.019,0.000,0.001,0.000,0.020,0.014,100.6,100.6,10.0,6.0,0.849,-0.027,0.829,0.006
MU19-17,4,10.071,0.030,5.898,2.116,0.015,0.000,0.033,0.000,0.004,0.001,0.008,0.001,0.001,0.001,0.010,0.021,100.3,100.3,10.1,6.0,0.846,-0.017,0.823,0.030
MU19-17,5,9.984,0.055,5.898,2.023,0.014,0.000,0.020,0.001,0.000,0.002,0.016,0.001,0.001,0.000,0.045,0.019,100.2,100.2,10.1,6.0,0.853,-0.039,0.829,0.007
MU19-17,6,10.044,0.019,5.931,1.853,0.013,0.134,0.011,0.002,0.005,0.001,0.023,0.001,0.000,0.000,0.022,0.008,100.1,100.2,10.1,6.0,0.847,-0.021,0.830,0.002
MU19-17,7,10.071,0.043,5.893,2.095,0.013,0.000,0.017,0.001,0.004,0.006,0.005,0.008,0.004,0.000,0.022,0.009,100.4,100.4,10.1,6.0,0.851,-0.033,0.828,0.008
MU19-17,8,10.098,0.038,5.898,2.073,0.010,0.000,0.012,0.001,0.000,0.000,0.008,0.000,0.000,0.000,0.026,0.008,100.0,100.0,10.1,6.0,0.858,-0.057,0.017,
MU19-17,9,10.128,0.016,5.905,1.972,0.011,0.017,0.022,0.001,0.003,0.003,0.013,0.000,0.000,0.000,0.013,0.008,99.7,99.7,10.2,6.0,0.851,-0.035,0.001,
MU19-17,10,10.039,0.016,5.934,1.986,0.012,0.002,0.025,0.000,0.003,0.004,0.009,0.002,0.000,0.002,0.008,0.013,100.8,100.8,10.1,6.0,0.850,-0.030,0.829,0.005
MU19-17,11,10.043,0.034,5.899,1.761,0.017,0.222,0.026,0.001,0.008,0.003,0.011,0.004,0.001,0.000,0.013,0.024,100.2,100.2,10.1,6.0,0.833,0.020,0.821,0.039
MU19-17,12,10.116,0.011,5.930,1.931,0.007,0.062,0.008,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.006,0.005,99.9,99.9,10.1,6.0,0.859,-0.061,0.036,
MU19-17,13,10.065,0.014,5.924,1.905,0.013,0.082,0.024,0.000,0.005,0.000,0.016,0.000,0.000,0.000,0.007,0.016,100.3,100.3,10.1,6.0,0.845,-0.015,0.827,0.012
MU19-17,14,10.027,0.030,5.930,1.989,0.013,0.000,0.018,0.000,0.002,0.001,0.012,0.001,0.000,0.000,0.021,0.009,100.5,100.6,10.1,6.0,0.853,-0.041,0.006,
MU19-17,15,10.044,0.029,5.929,2.081,0.013,0.000,0.018,0.002,0.001,0.001,0.007,0.000,0.000,0.000,0.016,0.008,100.4,100.5,10.1,6.0,0.855,-0.045,0.004,
MU19-17,16,10.030,0.026,5.937,1.967,0.011,0.022,0.013,0.003,0.003,0.000,0.008,0.004,0.000,0.000,0.015,0.008,100.3,100.3,10.1,6.0,0.855,-0.045,0.015,
MU19-17,17,10.020,0.043,5.901,1.909,0.016,0.075,0.020,0.000,0.007,0.001,0.018,0.000,0.000,0.000,0.025,0.022,99.8,99.9,10.1,6.0,0.843,-0.007,0.826,0.020
MU19-17,18,10.047,0.026,5.925,1.997,0.011,0.000,0.010,0.004,0.006,0.001,0.010,0.002,0.001,0.000,0.022,0.008,100.3,100.3,10.1,6.0,0.853,-0.040,0.011,
MU19-17,19,9.982,0.022,5.929,2.040,0.016,0.000,0.029,0.000,0.013,0.002,0.019,0.000,0.000,0.000,0.011,0.026,100.6,100.6,10.0,6.0,0.836,0.011,0.820,0.045
MU19-17,20,9.980,0.024,5.951,2.073,0.012,0.000,0.024,0.003,0.002,0.001,0.005,0.000,0.003,0.000,0.016,0.011,100.8,100.8,10.0,6.0,0.851,-0.034,0.828,0.008
MU19-17,21,10.085,0.018,5.932,1.911,0.010,0.079,0.012,0.000,0.000,0.000,0.004,0.000,0.004,0.000,0.015,0.003,99.8,99.8,10.1,6.0,0.856,-0.050,0.022,
MU19-17,22,10.009,0.042,5.909,1.937,0.012,0.051,0.025,0.001,0.003,0.001,0.018,0.000,0.001,0.001,0.035,0.014,100.2,100.2,10.1,6.0,0.846,-0.018,0.826,0.019
MU19-17,23,9.999,0.018,5.931,1.870,0.015,0.115,0.018,0.002,0.007,0.002,0.028,0.000,0.000,0.000,0.019,0.022,100.1,100.1,10.1,6.0,0.842,-0.006,0.826,0.019
MU19-17,24,10.028,0.029,5.919,2.077,0.014,0.000,0.024,0.000,0.003,0.001,0.014,0.001,0.000,0.000,0.020,0.017,100.1,100.1,10.1,6.0,0.850,-0.031,0.827,0.012
MU19-17,25,10.055,0.041,5.897,2.055,0.011,0.000,0.024,0.001,0.005,0.001,0.010,0.003,0.000,0.000,0.021,0.015,100.7,100.7,10.1,6.0,0.848,-0.024,0.827,0.015
MU19-17,26,10.069,0.022,5.910,2.142,0.014,0.000,0.021,0.000,0.007,0.000,0.019,0.000,0.003,0.000,0.023,0.011,100.5,100.6,10.1,6.0,0.846,-0.017,0.824,0.027
MU19-17,27,10.053,0.028,5.924,2.178,0.009,0.000,0.010,0.000,0.003,0.000,0.007,0.002,0.000,0.001,0.018,0.012,100.6,100.6,10.1,6.0,0.857,-0.051,0.009,
MU19-17,28,10.042,0.023,5.926,2.017,0.014,0.000,0.022,0.000,0.003,0.000,0.015,0.002,0.001,0.000,0.018,0.011,100.4,100.5,10.1,6.0,0.851,-0.032,0.829,0.006
MU19-17,29,10.130,0.012,5.903,2.144,0.012,0.000,0.023,0.002,0.002,0.003,0.016,0.002,0.000,0.000,0.006,0.014,100.0,100.0,10.2,6.0,0.852,-0.036,0.828,0.011
MU19-17,30,10.041,0.045,5.901,1.967,0.016,0.017,0.030,0.000,0.009,0.001,0.012,0.005,0.000,0.000,0.024,0.010,100.3,100.3,10.1,6.0,0.839,0.003,0.822,0.037
MU19-17,31,10.030,0.023,5.936,1.915,0.011,0.074,0.012,0.000,0.003,0.003,0.008,0.004,0.002,0.000,0.013,0.011,100.1,100.1,10.1,6.0,0.853,-0.038,0.012,
MU19-17,32,10.129,0.030,5.895,2.359,0.011,0.000,0.017,0.000,0.001,0.002,0.010,0.000,0.000,0.000,0.018,0.008,100.5,100.5,10.2,5.9,0.856,-0.049,0.827,0.011
MU19-17,33,10.056,0.020,5.915,2.209,0.014,0.000,0.023,0.002,0.003,0.002,0.016,0.000,0.000,0.000,0.018,0.017,100.5,100.5,10.1,6.0,0.850,-0.030,0.825,0.022
MU19-17,34,10.090,0.021,5.913,1.724,0.016,0.260,0.021,0.004,0.006,0.000,0.015,0.000,0.002,0.000,0.013,0.008,99.5,99.5,10.1,6.0,0.835,0.015,0.823,0.031
MU19-17,35,10.038,0.086,5.846,2.019,0.016,0.000,0.025,0.002,0.003,0.003,0.002,0.004,0.000,0.000,0.064,0.014,99.7,99.8,10.1,6.0,0.847,-0.021,0.824,0.026
MU19-18,1,10.102,0.001,5.943,1.856,0.003,0.142,0.011,0.000,0.005,0.003,0.001,0.001,0.003,0.000,0.005,0.001,100.1,100.1,10.1,6.0,0.850,-0.031,0.015,
MU19-18,2,10.091,0.003,5.946,1.894,0.001,0.105,0.008,0.000,0.000,0.001,0.007,0.000,0.002,0.000,0.005,0.006,100.1,100.1,10.1,6.0,0.859,-0.058,0.036,
MU19-18,3,10.086,0.027,5.916,2.056,0.003,0.000,0.011,0.000,0.005,0.000,0.015,0.006,0.001,0.000,0.017,0.004,99.5,99.5,10.1,6.0,0.855,-0.045,0.012,
MU19-18,4,10.082,0.005,5.943,1.987,0.001,0.012,0.011,0.001,0.000,0.001,0.012,0.002,0.000,0.000,0.007,0.005,99.9,99.9,10.1,6.0,0.860,-0.063,0.032,
MU19-18,5,10.087,0.006,5.946,2.085,0.002,0.000,0.008,0.002,0.000,0.000,0.004,0.000,0.000,0.000,0.003,0.007,100.3,100.3,10.1,6.0,0.863,-0.073,0.038,
MU19-18,6,10.039,0.025,5.928,1.793,0.001,0.206,0.013,0.001,0.001,0.002,0.006,0.000,0.001,0.001,0.024,0.011,100.0,100.0,10.1,6.0,0.850,-0.030,0.011,
MU19-18,7,10.032,0.003,5.966,1.922,0.001,0.077,0.008,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.004,0.010,100.6,100.6,10.0,6.0,0.859,-0.060,0.038,
MU19-18,8,10.077,0.006,5.947,2.032,0.000,0.000,0.011,0.001,0.001,0.001,0.011,0.000,0.000,0.000,0.008,0.004,100.2,100.2,10.1,6.0,0.860,-0.064,0.032,
MU19-18,9,10.135,0.004,5.925,2.080,0.005,0.000,0.006,0.003,0.002,0.000,0.008,0.000,0.000,0.000,0.008,0.006,100.2,100.2,10.2,5.9,0.861,-0.065,0.031,
MU19-18,10,10.070,0.016,5.942,1.711,0.001,0.287,0.002,0.000,0.001,0.000,0.005,0.001,0.000,0.002,0.013,0.005,100.7,100.7,10.1,6.0,0.851,-0.035,0.028,
MU19-18,11,10.034,0.002,5.970,1.886,0.001,0.113,0.010,0.000,0.005,0.001,0.005,0.000,0.000,0.000,0.002,0.005,100.6,100.6,10.0,6.0,0.853,-0.039,0.023,
MU19-18,12,10.135,0.002,5.929,1.771,0.001,0.228,0.007,0.001,0.003,0.002,0.005,0.000,0.000,0.000,0.006,0.005,100.1,100.1,10.2,5.9,0.851,-0.032,0.022,
MU19-18,13,10.126,0.003,5.925,1.818,0.000,0.182,0.010,0.001,0.006,0.002,0.009,0.000,0.001,0.000,0.004,0.008,99.8,99.8,10.1,5.9,0.848,-0.024,0.013,
MU19-18,14,10.064,0.003,5.946,1.699,0.000,0.301,0.007,0.002,0.008,0.004,0.010,0.000,0.002,0.000,0.006,0.009,100.6,100.6,10.1,6.0,0.841,-0.003,0.002,
MU19-18,15,10.130,0.012,5.926,1.774,0.001,0.225,0.005,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.009,0.003,99.5,99.5,10.1,5.9,0.852,-0.037,0.028,
MU19-18,16,10.036,0.005,5.967,1.991,0.002,0.007,0.008,0.000,0.008,0.000,0.000,0.002,0.000,0.000,0.004,0.004,101.0,101.0,10.1,6.0,0.854,-0.043,0.024,
MU19-18,17,10.108,0.017,5.920,1.816,0.001,0.182,0.007,0.002,0.008,0.000,0.005,0.000,0.000,0.001,0.017,0.004,100.3,100.3,10.1,5.9,0.847,-0.020,0.010,
MU19-18,18,9.969,0.009,5.995,1.978,0.000,0.022,0.004,0.000,0.003,0.000,0.002,0.000,0.001,0.000,0.002,0.004,101.2,101.2,10.0,6.0,0.861,-0.066,0.044,
MU19-18,19,10.081,0.001,5.945,2.024,0.002,0.000,0.014,0.000,0.004,0.002,0.012,0.000,0.003,0.000,0.003,0.007,100.3,100.3,10.1,6.0,0.856,-0.049,0.019,
MU19-18,20,10.058,0.015,5.946,1.989,0.002,0.009,0.010,0.000,0.001,0.002,0.000,0.001,0.000,0.000,0.007,0.007,100.5,100.5,10.1,6.0,0.861,-0.066,0.037,
MU19-18,21,10.129,0.005,5.928,1.986,0.003,0.011,0.012,0.002,0.002,0.003,0.012,0.001,0.000,0.001,0.000,0.004,100.9,100.9,10.1,5.9,0.858,-0.058,0.028,
MU19-18,22,10.065,0.000,5.964,1.742,0.001,0.256,0.006,0.000,0.005,0.000,0.000,0.000,0.001,0.001,0.004,0.002,100.3,100.3,10.1,6.0,0.848,-0.023,0.019,
MU19-18,23,10.046,0.003,5.962,2.013,0.000,0.000,0.009,0.001,0.005,0.001,0.005,0.000,0.000,0.000,0.006,0.005,100.6,100.6,10.1,6.0,0.857,-0.052,0.027,
MU19-18,24,10.132,0.026,5.906,1.897,0.001,0.102,0.010,0.001,0.004,0.000,0.000,0.000,0.000,0.000,0.021,0.002,99.6,99.6,10.2,5.9,0.853,-0.040,0.021,
MU19-18,25,10.068,0.001,5.950,1.812,0.001,0.187,0.014,0.000,0.005,0.001,0.014,0.001,0.003,0.000,0.004,0.005,99.8,99.8,10.1,6.0,0.846,-0.018,0.004,
MU19-18,26,10.017,0.011,5.964,1.794,0.004,0.202,0.013,0.000,0.004,0.000,0.004,0.000,0.000,0.000,0.012,0.005,100.4,100.4,10.0,6.0,0.848,-0.022,0.009,
MU19-18,27,10.068,0.013,5.943,1.962,0.003,0.035,0.008,0.000,0.000,0.000,0.007,0.000,0.001,0.001,0.009,0.007,100.3,100.3,10.1,6.0,0.861,-0.066,0.038,
MU19-18,28,10.090,0.014,5.922,1.563,0.002,0.436,0.013,0.004,0.004,0.000,0.012,0.000,0.000,0.000,0.017,0.008,99.7,99.7,10.1,6.0,0.836,0.012,0.827,0.012
MU19-18,29,10.105,0.002,5.937,1.933,0.001,0.066,0.015,0.001,0.003,0.000,0.008,0.000,0.003,0.000,0.005,0.005,100.0,100.0,10.1,6.0,0.854,-0.044,0.019,
MU19-18,30,10.032,0.004,5.968,1.665,0.001,0.334,0.011,0.001,0.002,0.001,0.005,0.002,0.000,0.001,0.005,0.004,100.1,100.1,10.0,6.0,0.845,-0.015,0.010,
MU19-18,31,10.042,0.017,5.947,1.652,0.001,0.347,0.012,0.001,0.007,0.000,0.008,0.001,0.000,0.000,0.010,0.006,100.3,100.3,10.1,6.0,0.839,0.004,0.829,0.006
MU19-18,32,10.048,0.004,5.967,2.183,0.003,0.000,0.007,0.000,0.000,0.000,0.007,0.000,0.001,0.000,0.004,0.003,100.8,100.8,10.1,6.0,0.863,-0.073,0.031,
MU19-18,33,10.086,0.002,5.947,1.693,0.003,0.304,0.009,0.002,0.001,0.002,0.003,0.000,0.000,0.000,0.004,0.007,100.5,100.5,10.1,6.0,0.848,-0.025,0.018,
MU19-18,34,10.112,0.001,5.934,2.077,0.003,0.000,0.012,0.002,0.004,0.000,0.007,0.002,0.001,0.000,0.006,0.006,100.6,100.6,10.1,6.0,0.857,-0.051,0.019,
MU19-18,35,10.029,0.027,5.930,1.717,0.000,0.283,0.012,0.000,0.002,0.004,0.006,0.000,0.000,0.001,0.019,0.014,100.4,100.4,10.1,6.0,0.847,-0.019,0.007,
MU19-20,1,10.064,0.013,5.950,2.103,0.001,0.000,0.007,0.000,0.003,0.001,0.009,0.003,0.000,0.000,0.007,0.002,99.9,99.9,10.1,6.0,0.860,-0.064,0.029,
MU19-20,2,10.065,0.006,5.953,1.965,0.001,0.034,0.011,0.000,0.006,0.000,0.008,0.001,0.000,0.001,0.008,0.001,100.0,100.0,10.1,6.0,0.853,-0.040,0.019,
MU19-20,3,10.020,0.004,5.970,1.934,0.001,0.065,0.006,0.001,0.002,0.000,0.010,0.003,0.000,0.000,0.012,0.004,100.1,100.1,10.0,6.0,0.858,-0.057,0.033,
MU19-20,4,10.062,0.008,5.949,1.782,0.002,0.216,0.010,0.000,0.003,0.000,0.003,0.001,0.000,0.000,0.010,0.006,99.9,99.9,10.1,6.0,0.849,-0.028,0.017,
MU19-20,5,10.013,0.007,5.978,1.803,0.003,0.195,0.007,0.004,0.001,0.000,0.004,0.000,0.000,0.000,0.008,0.001,100.1,100.1,10.0,6.0,0.854,-0.043,0.028,
MU19-20,6,10.110,0.005,5.936,2.075,0.003,0.000,0.011,0.000,0.001,0.000,0.009,0.000,0.000,0.001,0.006,0.004,100.0,100.0,10.1,6.0,0.860,-0.063,0.027,
MU19-20,7,10.044,0.006,5.963,2.262,0.003,0.000,0.013,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.009,0.002,100.5,100.5,10.1,6.0,0.861,-0.065,0.015,
MU19-20,8,10.040,0.013,5.954,1.792,0.002,0.206,0.011,0.000,0.000,0.001,0.010,0.002,0.000,0.000,0.018,0.001,99.9,99.9,10.1,6.0,0.852,-0.035,0.017,
MU19-20,9,10.081,0.005,5.944,2.062,0.000,0.000,0.013,0.004,0.002,0.000,0.005,0.000,0.002,0.001,0.006,0.005,100.3,100.3,10.1,6.0,0.860,-0.061,0.027,
MU19-20,10,10.059,0.005,5.940,2.009,0.003,0.000,0.020,0.003,0.000,0.002,0.029,0.004,0.000,0.000,0.013,0.006,99.7,99.7,10.1,6.0,0.856,-0.049,0.008,
MU19-20,11,10.093,0.013,5.939,1.933,0.001,0.066,0.007,0.000,0.005,0.001,0.005,0.000,0.000,0.000,0.004,0.004,99.5,99.5,10.1,6.0,0.856,-0.049,0.030,
MU19-20,12,10.083,0.005,5.946,2.245,0.002,0.000,0.005,0.000,0.001,0.001,0.009,0.002,0.000,0.000,0.009,0.004,100.3,100.3,10.1,6.0,0.862,-0.070,0.025,
MU19-20,13,10.087,0.004,5.947,1.799,0.000,0.200,0.007,0.001,0.000,0.000,0.009,0.000,0.001,0.000,0.010,0.003,99.4,99.4,10.1,6.0,0.855,-0.045,0.029,
MU19-20,14,10.010,0.005,5.979,1.972,0.002,0.026,0.007,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.008,0.002,100.3,100.3,10.0,6.0,0.862,-0.069,0.040,
MU19-20,15,10.077,0.011,5.944,1.964,0.001,0.034,0.010,0.000,0.002,0.000,0.002,0.004,0.000,0.000,0.013,0.001,99.6,99.6,10.1,6.0,0.858,-0.057,0.030,
MU19-20,16,10.107,0.002,5.939,1.947,0.001,0.053,0.018,0.000,0.004,0.000,0.012,0.000,0.000,0.000,0.007,0.001,99.5,99.5,10.1,6.0,0.852,-0.037,0.011,
MU19-20,17,10.089,0.015,5.935,2.099,0.001,0.000,0.007,0.001,0.002,0.001,0.006,0.002,0.000,0.000,0.017,0.000,99.5,99.5,10.1,6.0,0.861,-0.065,0.029,
MU19-20,18,10.054,0.000,5.962,1.903,0.002,0.095,0.013,0.000,0.001,0.001,0.011,0.001,0.000,0.000,0.009,0.001,99.7,99.8,10.1,6.0,0.855,-0.046,0.021,
MU19-20,19,10.045,0.012,5.939,1.715,0.001,0.284,0.015,0.000,0.004,0.001,0.021,0.000,0.000,0.000,0.016,0.010,99.9,99.9,10.1,6.0,0.842,-0.006,0.829,0.006
MU19-20,20,10.058,0.032,5.919,2.070,0.000,0.000,0.009,0.000,0.002,0.000,0.008,0.001,0.000,0.000,0.040,0.002,99.9,99.9,10.1,6.0,0.858,-0.057,0.020,
MU19-20,21,10.065,0.018,5.932,2.007,0.002,0.000,0.014,0.001,0.004,0.000,0.009,0.001,0.001,0.000,0.022,0.003,100.2,100.2,10.1,6.0,0.855,-0.045,0.014,
MU19-20,22,10.054,0.006,5.960,1.899,0.001,0.100,0.010,0.001,0.004,0.000,0.007,0.000,0.000,0.000,0.009,0.002,100.0,100.0,10.1,6.0,0.854,-0.043,0.024,
MU19-20,23,10.120,0.016,5.925,1.823,0.001,0.176,0.008,0.000,0.003,0.000,0.004,0.000,0.000,0.002,0.012,0.001,99.5,99.5,10.1,6.0,0.852,-0.035,0.021,
